toplevel_path,superfolder_path,domain,model,history,variance,nomenclature,scale,shuffle_number,jsonl_file
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,alphanumeric,low_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/alphanumeric_low_scale/shuffles/shuffle_9/run_20260212_171125.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_0/run_20260218_191834.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_1/run_20260218_192408.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_2/run_20260218_192940.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_3/run_20260218_193514.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_4/run_20260218_194047.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_5/run_20260218_194620.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_6/run_20260218_195153.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_7/run_20260218_195726.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_8/run_20260218_200258.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_neg_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_neg_scale/shuffles/shuffle_9/run_20260218_200831.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_0/run_20260218_191909.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_1/run_20260218_192445.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_2/run_20260218_193020.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_3/run_20260218_193555.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_4/run_20260218_194131.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_5/run_20260218_194706.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_6/run_20260218_195241.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_7/run_20260218_195817.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_8/run_20260218_200352.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,high_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_high_scale/shuffles/shuffle_9/run_20260218_200928.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_0/run_20260218_192012.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_1/run_20260218_192546.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_2/run_20260218_193119.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_3/run_20260218_193653.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_4/run_20260218_194226.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_5/run_20260218_194759.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_6/run_20260218_195333.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_7/run_20260218_195906.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_8/run_20260218_200440.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_neg_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_neg_scale/shuffles/shuffle_9/run_20260218_201013.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_0/run_20260218_192026.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_1/run_20260218_192601.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_2/run_20260218_193135.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_3/run_20260218_193710.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_4/run_20260218_194244.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_5/run_20260218_194818.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_6/run_20260218_195353.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_7/run_20260218_195927.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_8/run_20260218_200501.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_helpful,low_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_helpful_low_scale/shuffles/shuffle_9/run_20260218_201035.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_0/run_20260218_193336.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_1/run_20260218_193911.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_2/run_20260218_194444.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_3/run_20260218_195018.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_4/run_20260218_195551.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_5/run_20260218_200124.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_6/run_20260218_200657.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_7/run_20260218_201231.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_8/run_20260218_201804.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_neg_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_neg_scale/shuffles/shuffle_9/run_20260218_202338.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_0/run_20260218_194007.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_1/run_20260218_194539.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_2/run_20260218_195112.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_3/run_20260218_195644.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_4/run_20260218_200216.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_5/run_20260218_200749.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_6/run_20260218_201321.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_7/run_20260218_201854.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_8/run_20260218_202426.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,high_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_high_scale/shuffles/shuffle_9/run_20260218_202959.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_0/run_20260218_194209.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_1/run_20260218_194743.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_2/run_20260218_195315.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_3/run_20260218_195848.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_4/run_20260218_200421.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_5/run_20260218_200953.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_6/run_20260218_201526.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_7/run_20260218_202059.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_8/run_20260218_202631.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_neg_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_neg_scale/shuffles/shuffle_9/run_20260218_203204.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_0/run_20260218_194209.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_1/run_20260218_194740.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_2/run_20260218_195311.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_3/run_20260218_195843.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,4,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_4/run_20260218_200414.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,5,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_5/run_20260218_200945.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,6,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_6/run_20260218_201515.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,7,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_7/run_20260218_202046.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,8,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_8/run_20260218_202617.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,ordinal_mislead,low_scale,9,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/ordinal_mislead_low_scale/shuffles/shuffle_9/run_20260218_203149.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,world_helpful,high_neg_scale,0,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/sem_rel_helpful_high_neg_scale/shuffles/shuffle_0/run_20260119_213738.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,world_helpful,high_neg_scale,1,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/sem_rel_helpful_high_neg_scale/shuffles/shuffle_1/run_20260119_214315.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,world_helpful,high_neg_scale,2,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/sem_rel_helpful_high_neg_scale/shuffles/shuffle_2/run_20260119_214851.jsonl
experiments/20260118_farm_novar,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist,Farm,Qwen3-32B,Full,No,world_helpful,high_neg_scale,3,experiments/20260118_farm_novar/model_name_Qwen3-32B_prompt_fullhist/sem_rel_helpful_high_neg_scale/shuffles/shuffle_3/run_20260119_215427.jsonl
